Indoor_Temperature,Outdoor_Temperature,Humidity,Occupancy,Weather_Condition,Time_of_Day,Sunlight_Intensity,Room_Size,Window_State,Ideal_Temperature
34.67,43.85,25.58,5,Cloudy,Morning,5.9,12.8,Closed,23
23.95,43.25,68.69,6,Windy,Evening,9.6,44.3,Open,20.99
25.69,44.43,54.67,9,Cloudy,Evening,8.7,13.1,Open,21.99
20.27,40.33,33.63,5,Cloudy,Afternoon,0.8,42.7,Closed,24
18.82,41.83,42.8,9,Windy,Afternoon,2.8,27.5,Closed,22.99
31.18,17.6,34.86,1,Windy,Night,3.5,27.5,Open,23.99
27.7,39.09,27.5,4,Humid,Afternoon,5.2,30.7,Open,24
30.93,34.81,34.56,1,Stormy,Evening,7.3,15.4,Open,22
20.55,43.7,49,2,Cloudy,Morning,7,39.7,Closed,23
27.72,29.99,61.3,2,Cloudy,Night,9.9,22,Closed,20.01
22.31,12.98,38.18,5,Windy,Evening,9.3,33.9,Open,23
21.88,30.91,37.4,1,Windy,Night,2.3,10.2,Closed,23.01
18.2,34.03,43.4,3,Rainy,Night,8.7,21.3,Closed,21.49
20.22,17.71,52.23,6,Cloudy,Night,8.5,11.6,Closed,20.99
23.26,23.79,57.58,1,Cloudy,Afternoon,6,22.5,Open,23
19.99,30.95,36.34,1,Windy,Afternoon,3.7,15,Closed,23.01
34.76,23.09,49.32,3,Cloudy,Morning,2.5,12.8,Closed,23
23.25,23.12,39.47,9,Stormy,Evening,2.5,43.9,Open,23
20.22,14.66,55.82,2,Humid,Night,3.7,24.6,Open,23
21.38,42.93,28.23,6,Windy,Afternoon,5.3,43,Open,24
27.99,36.27,32.85,3,Windy,Morning,6,45.7,Closed,23
19.09,10.04,41.3,6,Cloudy,Afternoon,3.6,30.2,Open,24
32.66,36.8,64.47,7,Humid,Morning,3.9,32.7,Closed,20.99
34.35,35.89,48.67,7,Humid,Evening,0.6,35.9,Open,25
22.19,10.34,68.27,2,Windy,Night,0.5,35.8,Closed,22
25.65,22.94,25.16,3,Windy,Morning,9.1,31.2,Closed,21.99
18.38,31.24,43.01,4,Windy,Night,0.6,33.8,Closed,24
28.89,25.85,40.95,8,Stormy,Evening,0.8,27.6,Open,24
25.04,37.23,50.01,5,Cloudy,Evening,2.5,46.6,Closed,21.99
22.59,24.89,60.6,1,Stormy,Afternoon,7.6,38.9,Closed,19
21.52,15.39,62.07,9,Windy,Evening,6.9,22.6,Open,22.01
29.12,44.17,53.51,1,Humid,Night,6.6,23.4,Closed,21.99
25.08,18.47,52.08,2,Cloudy,Afternoon,6,28.2,Closed,22
21.05,35.12,67.45,7,Cloudy,Night,2.4,11.3,Closed,21.01
29.71,15.01,39.18,3,Windy,Afternoon,4.3,49.7,Closed,23.01
27.61,21.52,61.64,6,Windy,Night,5,28.7,Open,21.99
32.6,25.47,66.08,8,Windy,Evening,6,41,Closed,21
20,16.73,44.58,5,Windy,Morning,2.4,16.3,Open,24
31.36,25.75,56.46,1,Windy,Evening,7.4,34.4,Closed,20.99
29.45,15.5,38.85,3,Windy,Night,3.4,25.3,Open,24.01
19.96,29.57,27.94,2,Cloudy,Evening,6.8,45.6,Open,24
29.81,33.23,49.33,6,Stormy,Morning,5.4,47.3,Open,22.99
25.51,12.19,29.82,5,Humid,Night,6.1,35,Closed,23
34.06,40.49,42.88,7,Windy,Night,4.4,12.4,Open,23.99
20.41,16.48,63.64,2,Humid,Afternoon,4.7,28.7,Open,22
28.93,17.89,24.3,6,Cloudy,Afternoon,8.7,10.7,Closed,22
24.49,33.15,21.52,5,Humid,Evening,5,30.7,Open,23.99
34.27,26.41,50.32,6,Cloudy,Morning,8,30.1,Closed,20.99
23.61,27.48,36.55,5,Rainy,Morning,4.3,26.7,Open,23.49
34.36,14.49,40.9,7,Stormy,Morning,7.2,23.5,Open,22.01
33.33,38.2,40.29,5,Rainy,Morning,2.7,33.2,Open,23.5
22.6,31.6,24.33,7,Cloudy,Night,9.2,17.1,Open,23.01
31.66,14.74,20.18,1,Rainy,Evening,9.7,11.1,Closed,21.51
34.93,23.09,64.92,9,Cloudy,Night,9.1,41.5,Open,21
22.3,38.36,30.89,6,Rainy,Evening,3.8,41.4,Open,23.5
25.43,29.89,41.3,9,Cloudy,Afternoon,3.1,33.2,Open,23.99
26.84,13.8,68.6,1,Stormy,Morning,2.2,43.2,Closed,19.99
23.01,23.05,61.34,2,Stormy,Evening,8.8,30.5,Closed,19.01
18.26,18.49,25.4,7,Stormy,Night,1.6,10.3,Closed,23
21.74,28.11,45.43,4,Cloudy,Night,6.6,15.9,Closed,23.01
22.79,39.52,56.5,1,Humid,Night,3.6,28.4,Closed,22
25.54,25.27,54.92,5,Rainy,Night,2.3,44.5,Closed,21.51
20.91,25.17,58.04,4,Rainy,Evening,2.3,19,Closed,21.5
32.85,41.69,42.87,6,Rainy,Morning,8.8,11.4,Closed,21.51
29.98,30.17,28.8,7,Rainy,Night,8.7,26.5,Closed,21.5
19.45,29.82,43.24,3,Stormy,Morning,3.1,12.7,Closed,21.99
29.05,19.17,52.39,6,Humid,Afternoon,0.8,32,Closed,22.99
29.11,31.27,50.43,2,Rainy,Morning,8.8,12.2,Open,21.49
34.26,30.16,23.53,4,Humid,Afternoon,1,10.7,Open,25
18.05,23.89,23.25,9,Cloudy,Afternoon,1.3,47.7,Closed,24.01
22.21,44.67,68.26,7,Cloudy,Morning,8.3,36.6,Open,21
33.77,40.87,27.59,2,Rainy,Morning,8.3,14.8,Open,22.5
33.85,36.24,34.72,6,Windy,Evening,2.4,32.2,Closed,23.01
30.25,28.81,58.38,4,Stormy,Night,0.9,20.3,Open,23.01
31.02,26.17,40.48,8,Rainy,Morning,1.1,40.4,Closed,23.5
19.56,16.47,29.07,8,Stormy,Morning,4.8,42.6,Closed,22
26.74,20.7,43.36,1,Rainy,Afternoon,4.5,30.3,Open,23.5
21.94,37.09,48.45,8,Stormy,Morning,2.2,26.4,Open,23
21.08,25.88,42.64,7,Windy,Night,9.1,22.7,Closed,22
31.78,40.88,65.95,1,Windy,Evening,5.7,11.3,Closed,20.99
20.3,15.18,34.23,3,Cloudy,Night,8.2,32.4,Open,22.99
25.97,27.79,53.07,5,Rainy,Night,1.5,30.4,Open,23.5
33.96,32.64,25.61,3,Windy,Evening,9.7,18.5,Open,22.99
21.16,28.09,39.61,3,Windy,Morning,8.2,31.3,Open,22.99
34.63,41.12,57.05,1,Rainy,Morning,3.2,28.7,Closed,21.5
34.9,44.63,31.24,8,Rainy,Afternoon,0.7,20.4,Open,24.49
27.45,14.05,49.49,9,Cloudy,Morning,2.1,39.7,Open,24
20.89,14.55,27.67,5,Windy,Afternoon,4.5,19.8,Closed,23
23.37,14.56,25.14,1,Stormy,Morning,0.5,28,Closed,23.01
25.22,33.84,46.16,1,Rainy,Afternoon,0.9,31.3,Open,24.5
23.26,23.04,53.75,9,Rainy,Evening,1.4,42.5,Open,23.49
22.77,35.67,25.67,1,Rainy,Morning,8.2,26.8,Open,22.51
34.53,24.19,65.89,9,Rainy,Morning,5.7,18.3,Open,21.49
20.61,31.97,31.29,3,Windy,Night,2.3,10.6,Open,24
30.47,36.95,26,3,Stormy,Afternoon,3,20.1,Closed,22
18.01,29.19,30.13,4,Cloudy,Afternoon,6.6,40,Closed,23
28.14,28.88,28.48,5,Humid,Night,3.5,42.8,Closed,23
33.57,13.09,24.53,6,Windy,Morning,7,34,Closed,22.99
22.89,24.38,59.89,6,Windy,Afternoon,7.9,47.9,Open,22
21.15,29.1,44.78,9,Humid,Morning,3.4,30.9,Open,24
29.08,26.17,39.43,1,Humid,Evening,4,29.2,Closed,23
30.11,41.53,67.53,9,Rainy,Afternoon,1,43.3,Open,22.51
29.7,41.73,38.55,4,Stormy,Morning,8.3,16.7,Open,22
23.43,38.77,28.35,7,Windy,Evening,6.3,10.6,Closed,23
22.29,23.14,33.7,6,Windy,Morning,8.9,45.3,Open,23
34.25,35.11,31.95,9,Cloudy,Morning,2.3,31.4,Closed,23
33.7,23.84,44.94,2,Humid,Evening,9.6,39.8,Closed,22
25.77,18.14,34.58,2,Humid,Afternoon,7.2,35.2,Open,22.99
32.39,22,45.8,7,Windy,Night,2.4,36.6,Open,23.99
25.69,12.48,53.46,9,Humid,Night,4.9,33.5,Closed,22
25.21,21.61,58.86,5,Rainy,Evening,7.1,39,Open,21.49
20.66,26.13,55.51,7,Cloudy,Morning,0.7,14.5,Open,23.99
25.25,43.44,30.28,8,Windy,Night,7.9,20,Closed,21.99
27.14,20.97,25.79,8,Cloudy,Evening,9.5,29.2,Open,22.99
18.38,41.59,47.12,4,Rainy,Night,1.3,38.7,Closed,23.51
25.55,18.01,29.95,7,Cloudy,Morning,9,22.3,Open,22.99
31.28,16.68,24.25,1,Humid,Evening,4.9,42.3,Open,24
29.56,28.16,46.35,4,Windy,Afternoon,5.4,12.6,Closed,23
28.8,33.54,36.34,5,Cloudy,Evening,8.5,41.6,Open,23
33.46,11.55,57.81,7,Stormy,Evening,6.1,38,Closed,21.01
18.31,17.74,35.71,6,Windy,Night,3.8,12.6,Open,24
27.47,25.95,68.94,4,Cloudy,Night,7.5,11.3,Open,21
31.38,21.59,57.93,3,Windy,Afternoon,1.8,43.6,Open,23.99
27.2,34.94,22.88,6,Cloudy,Night,6.8,15.8,Closed,23.01
23.51,27.89,45.44,5,Cloudy,Night,7.9,20.1,Open,22.99
20.32,15.61,48.13,3,Humid,Night,3.7,45.9,Open,24
33.09,41.31,54.77,4,Cloudy,Morning,9.7,23.7,Closed,21
26,20.25,44.89,2,Stormy,Error,6.6,31.2,Closed,22
32.93,35.59,44.17,9,Humid,Night,1.4,11.2,Open,25.01
27.96,37.3,38.4,7,Stormy,Morning,9.7,32.8,Closed,21
29.46,43.71,33.57,3,Stormy,Evening,7.6,38.5,Closed,21.01
31.67,27.45,67.31,8,Rainy,Afternoon,7.1,32.6,Closed,19.51
29.21,31.55,35.88,8,Stormy,Evening,2.9,42.3,Open,22.99
24.77,21.72,23.17,1,Cloudy,Morning,5,41.1,Open,24
26.73,33.74,28.36,5,Windy,Morning,9.1,29.2,Open,23.01
31.65,26.22,62.86,5,Humid,Afternoon,3.4,35.8,Closed,21
24.35,25.32,49.33,3,Humid,Morning,4.5,21.1,Open,24.01
24.6,39.94,58.94,2,Humid,Afternoon,2.9,24.3,Open,23.01
19.63,11.76,60.44,1,Windy,Afternoon,2.6,34.9,Closed,20.99
33.55,40.87,61.16,4,Stormy,Morning,0.9,36.4,Closed,21.01
19.55,39.82,47.53,2,Rainy,Morning,7.5,13.4,Closed,21.51
29.02,27.72,28.86,5,Cloudy,Night,1.4,42.8,Open,25
25.02,27.16,27.41,2,Humid,Night,5.5,35.5,Closed,23
24.9,22.66,48.7,1,Cloudy,Afternoon,1,23.1,Open,25
29.55,44.8,38.33,9,Stormy,Morning,9.8,19.1,Closed,21
19.14,13.89,47.9,2,Rainy,Night,7.2,34.1,Closed,21.5
28.09,30.66,44.92,4,Humid,Night,6.5,37.8,Closed,23
31.12,33.86,50.11,3,Stormy,Night,2.3,47.1,Closed,21
32.08,42.7,21.61,1,Rainy,Night,5.5,17.4,Closed,22.5
20.9,37.31,21.64,8,Humid,Afternoon,5.3,30.1,Open,23.99
33.26,32.53,56.08,2,Stormy,Evening,3.9,48.2,Open,21.99
29.15,14.09,29.66,8,Cloudy,Morning,2,46.4,Open,24.01
32.99,23.08,52.61,1,Windy,Morning,4,29.1,Open,23
26.25,14.86,47.33,6,Humid,Night,6.3,32.1,Closed,23
27.21,40.84,69.09,4,Rainy,Afternoon,5.1,46.7,Closed,20.49
33.62,36.24,61.77,3,Rainy,Evening,5.9,11.3,Closed,20.5
33.3,36.51,40.66,1,Windy,Evening,5.9,49,Open,23.99
25.62,32.83,50.82,1,Windy,Morning,2.8,49.1,Closed,21.99
22.67,27.75,25.86,7,Stormy,Afternoon,1.6,47.8,Open,24.01
24.68,15.25,39.32,6,Windy,Afternoon,5.5,48.6,Open,24.01
24.59,21.54,56.69,3,Humid,Morning,9,22.2,Open,22
22.88,14.79,51.13,2,Windy,Evening,10,11.5,Open,21.99
22.57,35.37,44.22,3,Humid,Afternoon,8,21.4,Open,23
32.64,15.61,28.83,8,Cloudy,Night,2.6,23.8,Open,23.99
19.19,34.57,60.16,7,Windy,Afternoon,6.5,24.1,Closed,21
29.52,34.23,33.66,7,Cloudy,Morning,2.8,37.2,Closed,23
20.94,26.08,61.02,5,Rainy,Morning,6,44.5,Closed,20.5
23.86,14.73,50.58,3,Windy,Night,5.1,18.9,Open,23
19.05,21.02,38.64,1,Rainy,Evening,4.1,27.9,Closed,22.5
22.59,21.2,22.03,1,Cloudy,Evening,6.6,25.1,Open,24
31.06,34.51,31.62,6,Rainy,Night,8.6,40.6,Open,22.51
33.05,13.98,64.45,4,Cloudy,Afternoon,3.7,22.7,Open,22
21.77,39.02,60.9,7,Stormy,Morning,5.1,12.2,Open,21
25.88,36.64,48.74,1,Cloudy,Night,4.8,23.4,Closed,23.01
26,16.52,43.32,6,Stormy,Morning,2.9,24.2,Closed,21.99
32.85,35.17,52.36,7,Rainy,Morning,4.5,42.9,Open,22.5
30.97,33.4,43.31,1,Cloudy,Night,0.7,31.9,Closed,24
26.72,36.18,52.22,2,Stormy,Evening,5.4,30.9,Open,21.99
29.4,16.61,35.37,9,Cloudy,Evening,7.3,34,Closed,21.99
32.41,15.52,61.92,9,Humid,Night,4,32.5,Open,22
18.16,18.28,55.1,6,Humid,Night,7.6,37.3,Closed,21
24.85,22.81,36.5,4,Rainy,Afternoon,7.6,46.2,Closed,21.5
33.42,37.78,61.53,7,Humid,Night,9.8,45.1,Closed,20
30.59,35.83,44.37,5,Windy,Morning,5.7,29.8,Closed,22.99
27.23,42.39,28.73,3,Stormy,Evening,4.3,43.9,Open,23.01
27,12.05,23.89,4,Windy,Morning,,44.5,Open,24.01
23.91,10.4,54.98,2,Humid,Evening,6.5,41.6,Closed,21.99
26.85,34.47,63.26,6,Rainy,Morning,9.9,11.7,Open,20.5
29.14,19.78,60.37,3,Windy,Night,7.2,36.5,Open,21
25.11,21.69,52.78,7,Rainy,Night,3.4,22.5,Open,22.49
30.14,29.14,27.07,4,Cloudy,Afternoon,2.3,44.9,Open,24.01
32.64,13.58,24.7,8,Windy,Evening,8,21.4,Open,23
20.63,32.49,37.25,1,Cloudy,Night,2.2,46.7,Open,24
25.68,21.38,62.75,9,Windy,Evening,6.5,34.6,Closed,21
24.94,32.15,68.09,3,Stormy,Night,1.8,35.8,Closed,21
29.69,39.19,32.07,3,Rainy,Afternoon,7.3,45.5,Closed,21.5
22.25,15.99,58.1,5,Cloudy,Night,7.9,49.4,Closed,21
28.88,42.58,48.69,1,Humid,Night,9.9,22.4,Closed,22
32.92,28.57,21.59,3,Windy,Afternoon,9.6,13.6,Open,23
25.11,42.3,47.15,4,Cloudy,Morning,7.3,38.9,Closed,22.01
33.49,17.27,60.3,2,Windy,Evening,3.1,12.8,Closed,20.99
34.88,31.16,33.81,6,Windy,Morning,0.9,31.4,Open,24.99
19.8,24.14,64.87,4,Windy,Morning,5.8,23.8,Closed,20.99
21.96,37.1,31.81,1,Cloudy,Morning,7.8,25.6,Open,23.01
34.16,31.21,23.82,3,Cloudy,Evening,0.6,19.4,Open,24.99
34.29,27.31,28,7,Windy,Afternoon,5.5,38,Closed,22.99
19.66,41.95,61.85,3,Humid,Night,8.9,32.9,Closed,19.99
18.25,23.2,40.87,6,Rainy,Night,6.6,48.1,Closed,22.51
20.74,17.7,59.85,6,Windy,Morning,7,24.2,Closed,22.01
34.93,31.28,46.56,1,Humid,Evening,5,25.8,Open,24
21.06,31.84,44.03,2,Rainy,Morning,9.5,16.6,Open,22.5
26.54,25.37,60.35,6,Windy,Afternoon,4.1,34.5,Open,21.99
32.42,27.03,41.17,2,Rainy,Night,4.1,13.8,Closed,22.51
18.35,43.58,60.1,2,Windy,Night,5.4,48.7,Open,21.99
28.28,35.64,25.03,4,Cloudy,Night,6.1,46.4,Closed,22.99
22.71,13.87,51.82,,Windy,Night,5.6,38,Open,23
32.66,17.42,55.13,6,Windy,Afternoon,8.3,22.7,Open,22
22.82,44.15,64.95,8,Windy,Evening,8.4,24.2,Closed,20.01
29.67,35.43,31.22,4,Windy,Evening,1.8,13.5,Open,24.99
29.46,42.03,50.21,3,Humid,Afternoon,6.2,19.9,Open,23.01
21.77,20.64,41.66,7,Stormy,Night,9.8,24.1,Closed,21
18.59,35.97,39.14,7,Humid,Evening,6.2,27.9,Closed,23
24.96,34.99,25.34,2,Humid,Afternoon,7,28.6,Open,24.01
22.92,20.31,26.71,1,Cloudy,Morning,8.7,45.4,Open,23
31.75,29.28,61.85,8,Windy,Afternoon,8.7,28,Open,21
31.61,31.96,57.49,3,Humid,Night,0.7,48.3,Closed,22.99
25.77,26.84,39.12,6,Rainy,Night,2.8,13.4,Closed,22.51
28.31,38.95,61.42,7,Windy,Night,8.7,18.4,Closed,20.01
28.27,39.15,24.04,8,Cloudy,Morning,6.8,25.5,Open,24.01
32.06,39.77,51.24,6,Cloudy,Evening,6.5,45.5,Open,23
25.23,38.12,63.41,7,Rainy,Night,8.7,14.9,Closed,19.49
22.68,27.08,61.94,5,Cloudy,Morning,8.2,24.2,Open,21
22.51,23.35,38.64,3,Windy,Afternoon,7.6,14.5,Open,22.99
27.12,39.1,57.26,2,Stormy,Evening,0.9,41,Closed,22
25.64,27.16,41.37,7,Stormy,Evening,7.9,21.3,Closed,20.99
25.48,18.62,62.01,8,Humid,Afternoon,2.4,27.4,Open,22
19.55,27.76,46.54,8,Cloudy,Evening,0.7,42.7,Open,25.01
30.22,14.96,58.24,3,Windy,Afternoon,5.2,16.7,Open,23.01
21.63,34.21,23.93,2,Rainy,Morning,9.5,47.9,Open,22.5
21.35,21.76,49.5,9,Rainy,Night,8.9,25.8,Open,22.51
25.02,19.12,47.51,6,Windy,Morning,9.8,23.2,Open,22.99
21.87,43.48,50.5,3,Windy,Night,2.8,17.6,Closed,22
27.93,37.19,54.78,5,Rainy,Evening,7.1,28.7,Open,21.5
24.31,37.55,65.91,1,Cloudy,Afternoon,1,49.2,Open,23.01
25.63,31.83,59.28,2,Humid,Afternoon,8.1,29.6,Open,21.99
27.13,39.37,30.98,9,Humid,Morning,5.5,28.1,Open,23.99
21.46,36.57,61.29,3,Humid,Morning,10,10.3,Closed,20
20.65,30.96,26.1,8,Windy,Evening,2.8,21.5,Open,24
32.97,43.64,51.11,8,Rainy,Afternoon,8,19.1,Open,21.49
25.37,16.71,64.14,5,Rainy,Night,2.1,11.6,Open,21.49
25.01,43.02,25.06,8,Rainy,Evening,3.2,27.8,Closed,22.49
18.61,24.05,62.48,2,Rainy,Evening,3.3,15.4,Open,21.5
26.47,28.49,59.93,2,Rainy,Evening,6,30.1,Closed,21.51
27.42,14.3,45.19,4,Stormy,Afternoon,4,28.2,Open,23
27.5,28.9,35.44,8,Windy,Morning,4.7,18.9,Closed,22.99
30.02,31.39,40.27,2,Windy,Afternoon,5.5,41.9,Closed,22.99
21.02,44.92,68.43,4,Stormy,Night,1,47.1,Closed,20.99
22.29,44.13,30.08,8,Humid,Afternoon,6.8,15.4,Closed,23
31.78,43.82,48.98,3,Cloudy,Night,6.7,13.9,Closed,23
34.1,22.19,24.16,8,Windy,Night,9.7,23.8,Open,22.99
20.31,44.69,30.89,2,Windy,Night,1.8,34.4,Open,25.01
26.46,25.94,58.17,1,Stormy,Afternoon,0.8,35.3,Open,23
21.64,39.81,35.13,6,Windy,Night,1.8,35,Closed,24.01
19.02,17.57,69.29,8,Windy,Night,4.5,33,Closed,20.99
23.53,27.7,45.04,9,Humid,Evening,2.5,25.4,Open,24
20.44,43.81,45.83,8,Stormy,Evening,2.6,41.3,Open,23.01
30.07,43.15,21.82,2,Windy,Afternoon,8.8,48.1,Closed,21.99
27.07,33.93,67.83,1,Rainy,Evening,3.6,33.6,Closed,20.51
20.45,37.92,28.71,7,Stormy,Evening,4.5,18.8,Closed,22.01
18.16,16.17,46.92,7,Humid,Morning,7,32.5,Closed,23
31.74,35.26,39.78,3,Cloudy,Afternoon,3.7,40.2,Open,24.01
21,31.63,40.78,6,Windy,Afternoon,5.8,43.2,Open,24
28.31,13.2,52.17,7,Rainy,Evening,5.5,38.7,Closed,21.5
23.73,13.96,53.1,9,Rainy,Afternoon,3,45.6,Open,22.49
27.95,13.8,27.71,1,Cloudy,Afternoon,7.3,48.1,Closed,22.01
23.37,35.35,44.98,3,Stormy,Afternoon,8.4,29.7,Open,21.99
19.48,14.96,59.52,5,Humid,Afternoon,7.9,31.6,Closed,21
21.79,26.37,42.16,3,Windy,Evening,4.3,23.5,Open,24
21.2,22.49,28.29,8,Windy,Morning,9.4,36.4,Open,23
25.28,29.27,35.66,6,Windy,Evening,9,33.8,Closed,22
29.19,34.73,30.62,2,Rainy,Morning,3,17.1,Open,23.5
22.48,33.97,26.29,1,Stormy,Afternoon,1.7,37.8,Closed,23
18.21,28.04,38.88,5,Cloudy,Night,9,42.2,Open,22.99
26.82,26.25,47.05,9,Stormy,Afternoon,7.6,17.2,Open,22
28.3,23.92,23.64,9,Humid,Afternoon,3.5,16.6,Closed,22.99
34.37,40.17,50.19,1,Humid,Night,3.4,35.6,Open,23
28.02,21.58,69.65,3,Cloudy,Afternoon,3.6,14.6,Closed,21.01
26.01,19.08,68.21,6,Rainy,Afternoon,8.7,42.4,Open,20.5
27.75,36.02,61.46,5,Cloudy,Night,2.8,35.7,Open,22
33.77,22.59,33.32,4,Humid,Afternoon,6.7,11.3,Closed,23
32.08,39.64,21.12,2,Error,Afternoon,8.4,40.8,Open,22.51
23.49,21.48,61.68,4,Stormy,Morning,4.2,30.4,Closed,20
22.03,34.57,22.79,5,Humid,Evening,1.1,29.8,Open,25
22.46,11.58,30.28,2,Rainy,Afternoon,7.7,22.5,Open,22.5
26.58,23.49,47.22,1,Rainy,Afternoon,0.7,21.3,Open,24.5
30.65,22.01,28.92,7,Windy,Afternoon,8.4,30,Closed,21.99
26.55,38.58,61.69,7,Stormy,Morning,3.9,10.1,Open,21
19.15,43.85,58.86,8,Rainy,Afternoon,8.1,41.8,Closed,20.49
30.3,26.13,57.79,6,Cloudy,Evening,5.7,41.4,Closed,21.99
31.7,38.87,60.81,1,Stormy,Night,3.9,39.4,Closed,20
22.92,34.49,30.99,8,Stormy,Morning,9,34.1,Open,22
29.29,43.86,56.44,2,Humid,Night,7.8,21.8,Closed,21
25.25,38.39,37.76,3,Stormy,Morning,1.3,36.3,Open,24
33.12,12.71,53.34,8,Stormy,Afternoon,9.3,15.2,Open,20.99
32.37,34.96,26.1,4,Windy,Morning,4.9,20.5,Closed,23.01
26.93,28.74,55.28,5,Stormy,Afternoon,1.9,11.8,Closed,22
29.76,10.58,68.61,9,Rainy,Night,7.8,44.4,Closed,19.5
33.02,18.8,22.18,7,Cloudy,Night,5.4,43.1,Closed,22.99
26.43,42.26,24.69,7,Windy,Evening,6.9,28,Open,24.01
23.33,42.41,26.18,1,Windy,Evening,7.1,27.5,Closed,22
30.81,37.96,41.53,1,Windy,Morning,2.4,47,Open,24
21.74,44.36,34.54,8,Windy,Morning,9.7,37,Open,23.01
24.61,38.23,60.35,1,Humid,Afternoon,1.5,38.4,Open,23.01
32.72,10.36,43.69,2,Windy,Night,6.3,24.4,Open,23.99
30.32,20.07,44.23,4,Humid,Night,1.9,21.7,Closed,24
24.86,11.07,55.85,9,Humid,Morning,8.8,14.6,Closed,21
21.65,13.29,38.1,7,Stormy,Night,2.1,12.9,Open,23.01
24.05,17.66,37.66,7,Cloudy,Evening,4.7,46.2,Open,24.01
22.83,27.62,57.85,7,Stormy,Morning,1.3,46.3,Closed,21.99
20.99,39.66,59,5,Humid,Evening,4.8,19.1,Closed,22
30.64,40.17,20.72,1,Stormy,Afternoon,0.5,11.5,Closed,23
22.29,31.57,27.19,5,Rainy,Evening,4.7,23.9,Closed,22.49
25.72,42.49,30.65,8,Windy,Morning,7,48.1,Closed,23
24.56,27.5,37.58,7,Windy,Evening,2.2,22.2,Closed,23
34.7,41.12,34.57,7,Humid,Evening,5.8,44.6,Open,23.99
24.65,25.89,53.43,2,Stormy,Morning,5,42.7,Closed,21
19.36,19.7,61.41,1,Rainy,Afternoon,3.7,47.8,Closed,20.51
19.53,42.07,29.6,4,Rainy,Evening,6.9,29.9,Closed,22.51
28.04,23.58,48.15,8,Rainy,Morning,10,46.9,Open,22.5
28.19,27.62,38.39,1,Humid,Evening,9.4,39.7,Closed,21.99
25.12,21.51,45.29,2,Stormy,Evening,9.7,44.7,Closed,20.99
25.34,33.2,51.04,7,Rainy,Night,0.7,39.3,Open,23.5
18.92,44.83,64.68,5,Rainy,Evening,2.9,28.4,Closed,20.5
26.78,10.89,29.61,6,Stormy,Afternoon,9.3,46.8,Closed,21
26.58,41.49,24.35,8,Stormy,Evening,1,42,Closed,23.01
20.54,10.14,51.36,9,Windy,Morning,4,35.6,Closed,22
19.77,22.75,39.71,8,Cloudy,Morning,6.7,29.3,Closed,22.99
20.1,15.9,28.15,1,Cloudy,Night,9.8,13.8,Open,23.01
19.72,36.51,25.85,4,Rainy,Night,3.1,42.6,Open,23.49
28.37,11.77,47.95,5,Stormy,Evening,7.8,26.7,Open,22.01
21.34,29.37,35.02,9,Windy,Night,6.8,24.4,Open,24
22.27,20.32,69.87,6,Humid,Afternoon,6.3,19.2,Closed,21.01
20.95,14.68,40.3,6,Cloudy,Night,7.6,31.7,Closed,21.99
34.28,37.01,30.61,3,Cloudy,Morning,2.9,43.2,Open,24.01
32.53,17.61,51.44,2,Stormy,Night,3.7,21.6,Closed,20.99
21.92,17.83,32.21,2,Humid,Afternoon,5.8,46.8,Open,24.01
23.57,19.63,44.7,7,Cloudy,Afternoon,4.7,25.9,Closed,23
21.57,30.54,44.13,5,Windy,Night,7.4,48.8,Closed,22.01
26.36,33.09,42.68,1,Cloudy,Night,8.1,37.1,Open,23
18.33,10.62,59.8,5,Stormy,Night,5.5,24.7,Open,22
29.41,18.47,30.83,1,Stormy,Morning,4.2,49.3,Closed,22.01
26.89,25.08,65.22,9,Humid,Morning,9.2,33.8,Open,21
33.28,21.62,59.57,8,Cloudy,Afternoon,7.6,40.7,Open,22.01
20.79,40.95,36.66,4,Humid,Night,6.9,28.1,Closed,23
31.67,37.57,29.03,1,Cloudy,Evening,1,14.8,Open,25
31.46,31.91,33.98,8,Rainy,Afternoon,5.5,48.6,Open,23.51
20.16,21.83,36.63,5,Cloudy,Morning,1.7,22.9,Closed,24
24.78,34.52,47.85,1,Stormy,Afternoon,6.8,46.7,Closed,22
20.89,39.53,22.32,2,Stormy,Morning,3.3,46.3,Open,23
22.33,30.82,65.72,5,Rainy,Evening,7.5,13.8,Open,20.49
22.48,37.46,24.93,9,Cloudy,Night,7.9,14.6,Closed,22
27.46,36.22,33.96,8,Cloudy,Night,3.4,34.5,Open,24
24.99,30.01,25.46,8,Stormy,Night,9.8,11.4,Closed,20.99
34.11,20.93,32.83,9,Rainy,Evening,5.4,26.8,Open,23.49
20.15,36.1,61.88,2,Stormy,Evening,2.6,31.1,Open,21
34.55,17.24,50.76,7,Rainy,Evening,7.9,17.9,Open,21.49
21.92,37.28,31.37,5,Stormy,Evening,7.7,40.8,Open,22.01
31.14,38.16,63.59,3,Windy,Morning,4.4,27.3,Closed,21.01
23.76,38.78,60.04,8,Cloudy,Afternoon,6.8,26.9,Closed,20.99
20.43,26.55,57.68,2,Humid,Evening,0.7,19.4,Closed,23
32.58,16.74,62.38,4,Windy,Morning,3.3,45.5,Closed,21
23.25,13.49,50.98,5,Stormy,Afternoon,8.9,10.4,Closed,19.99
29.2,36.02,45.07,5,Rainy,Afternoon,2.7,10.3,Closed,22.5
